Date,District,COD_DIS,Rent_Price
2014-06-01,Salamanca,4,13.7
2014-07-01,Salamanca,4,13.7
2014-08-01,Salamanca,4,13.7
2014-09-01,Salamanca,4,13.8
2014-10-01,Salamanca,4,13.9
2014-11-01,Salamanca,4,14.0
2014-12-01,Salamanca,4,14.0
2015-01-01,Salamanca,4,14.0
2015-02-01,Salamanca,4,14.0
2015-03-01,Salamanca,4,14.0
2015-04-01,Salamanca,4,14.0
2015-05-01,Salamanca,4,14.1
2015-06-01,Salamanca,4,14.2
2015-07-01,Salamanca,4,14.2
2015-08-01,Salamanca,4,14.4
2015-09-01,Salamanca,4,14.6
2015-10-01,Salamanca,4,14.8
2015-11-01,Salamanca,4,14.9
2015-12-01,Salamanca,4,14.9
2016-01-01,Salamanca,4,15.0
2016-02-01,Salamanca,4,15.0
2016-03-01,Salamanca,4,15.0
2016-04-01,Salamanca,4,15.2
2016-05-01,Salamanca,4,15.4
2016-06-01,Salamanca,4,15.3
2016-07-01,Salamanca,4,15.3
2016-08-01,Salamanca,4,15.3
2016-09-01,Salamanca,4,15.5
2016-10-01,Salamanca,4,15.7
2016-11-01,Salamanca,4,15.9
2016-12-01,Salamanca,4,16.0
2017-01-01,Salamanca,4,16.3
2017-02-01,Salamanca,4,16.4
2017-03-01,Salamanca,4,16.5
2017-04-01,Salamanca,4,16.7
2017-05-01,Salamanca,4,16.9
2017-06-01,Salamanca,4,16.9
2017-07-01,Salamanca,4,16.9
2017-08-01,Salamanca,4,17.0
2017-09-01,Salamanca,4,17.4
2017-10-01,Salamanca,4,17.8
2017-11-01,Salamanca,4,17.8
2017-12-01,Salamanca,4,17.8
2018-01-01,Salamanca,4,18.0
2018-02-01,Salamanca,4,18.0
2018-03-01,Salamanca,4,18.1
2018-04-01,Salamanca,4,18.2
2018-05-01,Salamanca,4,18.3
2018-06-01,Salamanca,4,18.5
2018-07-01,Salamanca,4,18.6
2018-08-01,Salamanca,4,18.7
2018-09-01,Salamanca,4,18.9
2018-10-01,Salamanca,4,18.8
2018-11-01,Salamanca,4,18.5
2018-12-01,Salamanca,4,18.3
2019-01-01,Salamanca,4,18.8
2019-02-01,Salamanca,4,19.2
2019-03-01,Salamanca,4,19.4
2019-04-01,Salamanca,4,19.2
2019-05-01,Salamanca,4,19.0
2019-06-01,Salamanca,4,18.9
2019-07-01,Salamanca,4,18.7
2019-08-01,Salamanca,4,18.7
2019-09-01,Salamanca,4,18.7
2019-10-01,Salamanca,4,18.9
2019-11-01,Salamanca,4,19.3
2019-12-01,Salamanca,4,18.9
2020-01-01,Salamanca,4,18.7
2020-02-01,Salamanca,4,18.7
2020-03-01,Salamanca,4,18.7
2020-04-01,Salamanca,4,18.9
2020-05-01,Salamanca,4,19.3
2020-06-01,Salamanca,4,18.9
2020-07-01,Salamanca,4,18.3
2020-08-01,Salamanca,4,18.2
2020-09-01,Salamanca,4,18.1
2020-10-01,Salamanca,4,17.8
2020-11-01,Salamanca,4,17.3
2020-12-01,Salamanca,4,17.0
2021-01-01,Salamanca,4,16.8
2021-02-01,Salamanca,4,16.7
2021-03-01,Salamanca,4,16.7
2021-04-01,Salamanca,4,16.7
2021-05-01,Salamanca,4,16.7
2021-06-01,Salamanca,4,16.7
2021-07-01,Salamanca,4,16.7
2021-08-01,Salamanca,4,17.0
2021-09-01,Salamanca,4,17.4
2021-10-01,Salamanca,4,17.6
2021-11-01,Salamanca,4,17.5
2021-12-01,Salamanca,4,17.5
2022-01-01,Salamanca,4,17.6
2022-02-01,Salamanca,4,18.2
2022-03-01,Salamanca,4,18.3
2022-04-01,Salamanca,4,18.5
2022-05-01,Salamanca,4,18.5
2022-06-01,Salamanca,4,18.9
2022-07-01,Salamanca,4,18.9
2022-08-01,Salamanca,4,19.4
2022-09-01,Salamanca,4,20.0
2022-10-01,Salamanca,4,20.0
2022-11-01,Salamanca,4,19.8
2022-12-01,Salamanca,4,20.0
2023-01-01,Salamanca,4,19.83
2023-02-01,Salamanca,4,19.98
2023-03-01,Salamanca,4,19.97
2023-04-01,Salamanca,4,20.26
2023-05-01,Salamanca,4,20.68
2023-06-01,Salamanca,4,20.99
2023-07-01,Salamanca,4,21.24
2023-08-01,Salamanca,4,21.42
2023-09-01,Salamanca,4,21.81
2023-10-01,Salamanca,4,22.35
2023-11-01,Salamanca,4,22.18
2023-12-01,Salamanca,4,22.5
2024-01-01,Salamanca,4,22.69
2024-02-01,Salamanca,4,23.33
2024-03-01,Salamanca,4,23.49
2024-04-01,Salamanca,4,23.72
2024-05-01,Salamanca,4,23.74
2024-06-01,Salamanca,4,24.0
2024-07-01,Salamanca,4,24.0
2024-08-01,Salamanca,4,24.45
2024-09-01,Salamanca,4,25.0
2024-10-01,Salamanca,4,24.99
2024-11-01,Salamanca,4,24.98
2024-12-01,Salamanca,4,25.33
2006-01-01,Chamartín,5,
2006-02-01,Chamartín,5,
2006-03-01,Chamartín,5,
2006-04-01,Chamartín,5,
2006-05-01,Chamartín,5,
2006-06-01,Chamartín,5,
2006-07-01,Chamartín,5,
2006-08-01,Chamartín,5,
2006-09-01,Chamartín,5,
2006-10-01,Chamartín,5,
2006-11-01,Chamartín,5,
2006-12-01,Chamartín,5,
2007-01-01,Chamartín,5,
2007-02-01,Chamartín,5,
2007-03-01,Chamartín,5,
2007-04-01,Chamartín,5,
2007-05-01,Chamartín,5,
2007-06-01,Chamartín,5,
2007-07-01,Chamartín,5,
2007-08-01,Chamartín,5,
2007-09-01,Chamartín,5,
2007-10-01,Chamartín,5,
2007-11-01,Chamartín,5,
2007-12-01,Chamartín,5,
2008-01-01,Chamartín,5,
2008-02-01,Chamartín,5,
2008-03-01,Chamartín,5,
2008-04-01,Chamartín,5,
2008-05-01,Chamartín,5,
2008-06-01,Chamartín,5,
2008-07-01,Chamartín,5,
2008-08-01,Chamartín,5,
2008-09-01,Chamartín,5,
2008-10-01,Chamartín,5,
2008-11-01,Chamartín,5,
2008-12-01,Chamartín,5,
2009-01-01,Chamartín,5,
2009-02-01,Chamartín,5,
2009-03-01,Chamartín,5,
2009-04-01,Chamartín,5,
2009-05-01,Chamartín,5,
2009-06-01,Chamartín,5,14.2
2009-07-01,Chamartín,5,14.1
2009-08-01,Chamartín,5,14.3
2009-09-01,Chamartín,5,14.1
2009-10-01,Chamartín,5,14.2
2009-11-01,Chamartín,5,14.1
2009-12-01,Chamartín,5,14.1
2010-01-01,Chamartín,5,14.3
2010-02-01,Chamartín,5,14.6
2010-03-01,Chamartín,5,15.1
2010-04-01,Chamartín,5,14.8
2010-05-01,Chamartín,5,14.9
2010-06-01,Chamartín,5,14.4
2010-07-01,Chamartín,5,14.1
2010-08-01,Chamartín,5,14.1
2010-09-01,Chamartín,5,13.8
2010-10-01,Chamartín,5,13.9
2010-11-01,Chamartín,5,14.1
2010-12-01,Chamartín,5,14.0
2011-01-01,Chamartín,5,14.2
2011-02-01,Chamartín,5,14.0
2011-03-01,Chamartín,5,14.0
2011-04-01,Chamartín,5,13.9
2011-05-01,Chamartín,5,13.8
2011-06-01,Chamartín,5,13.7
2011-07-01,Chamartín,5,13.5
2011-08-01,Chamartín,5,13.3
2011-09-01,Chamartín,5,13.3
2011-10-01,Chamartín,5,13.3
2011-11-01,Chamartín,5,13.4
2011-12-01,Chamartín,5,13.4
2012-01-01,Chamartín,5,13.4
2012-02-01,Chamartín,5,13.4
2012-03-01,Chamartín,5,13.4
2012-04-01,Chamartín,5,13.2
2012-05-01,Chamartín,5,13.1
2012-06-01,Chamartín,5,12.9
2012-07-01,Chamartín,5,12.7
2012-08-01,Chamartín,5,12.7
2012-09-01,Chamartín,5,12.5
2012-10-01,Chamartín,5,12.6
2012-11-01,Chamartín,5,12.7
2012-12-01,Chamartín,5,12.7
2013-01-01,Chamartín,5,12.6
2013-02-01,Chamartín,5,12.5
2013-03-01,Chamartín,5,12.5
2013-04-01,Chamartín,5,12.5
2013-05-01,Chamartín,5,12.4
2013-06-01,Chamartín,5,12.3
2013-07-01,Chamartín,5,12.2
2013-08-01,Chamartín,5,12.0
2013-09-01,Chamartín,5,12.2
2013-10-01,Chamartín,5,12.2
2013-11-01,Chamartín,5,12.1
2013-12-01,Chamartín,5,12.1
2014-01-01,Chamartín,5,12.2
2014-02-01,Chamartín,5,12.3
2014-03-01,Chamartín,5,12.3
2014-04-01,Chamartín,5,12.3
2014-05-01,Chamartín,5,12.3
2014-06-01,Chamartín,5,12.3
2014-07-01,Chamartín,5,12.3
2014-08-01,Chamartín,5,12.4
2014-09-01,Chamartín,5,12.3
2014-10-01,Chamartín,5,12.4
2014-11-01,Chamartín,5,12.5
2014-12-01,Chamartín,5,12.6
2015-01-01,Chamartín,5,12.5
2015-02-01,Chamartín,5,12.5
2015-03-01,Chamartín,5,12.5
2015-04-01,Chamartín,5,12.5
2015-05-01,Chamartín,5,12.6
2015-06-01,Chamartín,5,12.6
2015-07-01,Chamartín,5,12.6
2015-08-01,Chamartín,5,12.6
2015-09-01,Chamartín,5,12.7
2015-10-01,Chamartín,5,12.7
2015-11-01,Chamartín,5,12.9
2015-12-01,Chamartín,5,13.0
2016-01-01,Chamartín,5,13.0
2016-02-01,Chamartín,5,13.0
2016-03-01,Chamartín,5,13.1
2016-04-01,Chamartín,5,13.2
2016-05-01,Chamartín,5,13.4
2016-06-01,Chamartín,5,13.6
2016-07-01,Chamartín,5,13.7
2016-08-01,Chamartín,5,13.7
2016-09-01,Chamartín,5,13.7
2016-10-01,Chamartín,5,13.8
2016-11-01,Chamartín,5,13.8
2016-12-01,Chamartín,5,13.8
2017-01-01,Chamartín,5,13.9
2017-02-01,Chamartín,5,14.1
2017-03-01,Chamartín,5,14.3
2017-04-01,Chamartín,5,14.4
2017-05-01,Chamartín,5,14.7
2017-06-01,Chamartín,5,14.8
2017-07-01,Chamartín,5,14.9
2017-08-01,Chamartín,5,14.9
2017-09-01,Chamartín,5,15.0
2017-10-01,Chamartín,5,15.2
2017-11-01,Chamartín,5,15.4
2017-12-01,Chamartín,5,15.5
2018-01-01,Chamartín,5,15.3
2018-02-01,Chamartín,5,15.4
2018-03-01,Chamartín,5,15.7
2018-04-01,Chamartín,5,15.8
2018-05-01,Chamartín,5,15.8
2018-06-01,Chamartín,5,15.8
2018-07-01,Chamartín,5,15.8
2018-08-01,Chamartín,5,15.9
2018-09-01,Chamartín,5,15.9
2018-10-01,Chamartín,5,16.1
2018-11-01,Chamartín,5,16.1
2018-12-01,Chamartín,5,16.0
2019-01-01,Chamartín,5,16.4
2019-02-01,Chamartín,5,16.5
2019-03-01,Chamartín,5,16.5
2019-04-01,Chamartín,5,16.4
2019-05-01,Chamartín,5,16.3
2019-06-01,Chamartín,5,16.3
2019-07-01,Chamartín,5,16.0
2019-08-01,Chamartín,5,16.2
2019-09-01,Chamartín,5,16.4
2019-10-01,Chamartín,5,16.5
2019-11-01,Chamartín,5,16.6
2019-12-01,Chamartín,5,16.4
2020-01-01,Chamartín,5,16.0
2020-02-01,Chamartín,5,16.2
2020-03-01,Chamartín,5,16.4
2020-04-01,Chamartín,5,16.5
2020-05-01,Chamartín,5,16.6
2020-06-01,Chamartín,5,16.4
2020-07-01,Chamartín,5,16.4
2020-08-01,Chamartín,5,16.2
2020-09-01,Chamartín,5,16.0
2020-10-01,Chamartín,5,16.0
2020-11-01,Chamartín,5,15.8
2020-12-01,Chamartín,5,15.5
2021-01-01,Chamartín,5,15.4
2021-02-01,Chamartín,5,15.4
2021-03-01,Chamartín,5,15.2
2021-04-01,Chamartín,5,15.0
2021-05-01,Chamartín,5,15.0
2021-06-01,Chamartín,5,15.0
2021-07-01,Chamartín,5,15.0
2021-08-01,Chamartín,5,15.0
2021-09-01,Chamartín,5,15.3
2021-10-01,Chamartín,5,15.4
2021-11-01,Chamartín,5,15.4
2021-12-01,Chamartín,5,15.3
2022-01-01,Chamartín,5,15.3
2022-02-01,Chamartín,5,15.6
2022-03-01,Chamartín,5,16.0
2022-04-01,Chamartín,5,16.1
2022-05-01,Chamartín,5,16.2
2022-06-01,Chamartín,5,16.2
2022-07-01,Chamartín,5,16.2
2022-08-01,Chamartín,5,16.7
2022-09-01,Chamartín,5,16.7
2022-10-01,Chamartín,5,16.7
2022-11-01,Chamartín,5,16.7
2022-12-01,Chamartín,5,16.8
2023-01-01,Chamartín,5,16.94
2023-02-01,Chamartín,5,17.37
2023-03-01,Chamartín,5,17.49
2023-04-01,Chamartín,5,17.5
2023-05-01,Chamartín,5,17.69
2023-06-01,Chamartín,5,17.5
2023-07-01,Chamartín,5,17.65
2023-08-01,Chamartín,5,18.09
2023-09-01,Chamartín,5,18.13
2023-10-01,Chamartín,5,18.52
2023-11-01,Chamartín,5,18.89
2023-12-01,Chamartín,5,19.2
2024-01-01,Chamartín,5,19.54
2024-02-01,Chamartín,5,19.6
2024-03-01,Chamartín,5,19.89
2024-04-01,Chamartín,5,20.09
2024-05-01,Chamartín,5,20.04
2024-06-01,Chamartín,5,20.21
2024-07-01,Chamartín,5,20.27
2024-08-01,Chamartín,5,20.44
2024-09-01,Chamartín,5,20.65
2024-10-01,Chamartín,5,20.88
2024-11-01,Chamartín,5,20.99
2024-12-01,Chamartín,5,21.15
2006-01-01,Tetuán,6,
2006-02-01,Tetuán,6,
2006-03-01,Tetuán,6,
2006-04-01,Tetuán,6,
2006-05-01,Tetuán,6,
2006-06-01,Tetuán,6,
2006-07-01,Tetuán,6,
2006-08-01,Tetuán,6,
2006-09-01,Tetuán,6,
2006-10-01,Tetuán,6,
2006-11-01,Tetuán,6,
2006-12-01,Tetuán,6,
2007-01-01,Tetuán,6,
2007-02-01,Tetuán,6,
2007-03-01,Tetuán,6,
2007-04-01,Tetuán,6,
2007-05-01,Tetuán,6,
2007-06-01,Tetuán,6,
2007-07-01,Tetuán,6,
2007-08-01,Tetuán,6,
2007-09-01,Tetuán,6,
2007-10-01,Tetuán,6,
2007-11-01,Tetuán,6,
2007-12-01,Tetuán,6,
2008-01-01,Tetuán,6,
2008-02-01,Tetuán,6,
2008-03-01,Tetuán,6,
2008-04-01,Tetuán,6,
2008-05-01,Tetuán,6,
2008-06-01,Tetuán,6,
2008-07-01,Tetuán,6,
2008-08-01,Tetuán,6,
2008-09-01,Tetuán,6,
2008-10-01,Tetuán,6,
2008-11-01,Tetuán,6,
2008-12-01,Tetuán,6,
2009-01-01,Tetuán,6,
2009-02-01,Tetuán,6,
2009-03-01,Tetuán,6,
2009-04-01,Tetuán,6,
2009-05-01,Tetuán,6,14.6
2009-06-01,Tetuán,6,14.3
2009-07-01,Tetuán,6,14.1
2009-08-01,Tetuán,6,13.4
2009-09-01,Tetuán,6,13.3
2009-10-01,Tetuán,6,13.8
2009-11-01,Tetuán,6,14.1
2009-12-01,Tetuán,6,14.1
2010-01-01,Tetuán,6,13.8
2010-02-01,Tetuán,6,13.7
2010-03-01,Tetuán,6,13.8
2010-04-01,Tetuán,6,13.6
2010-05-01,Tetuán,6,13.3
2010-06-01,Tetuán,6,13.0
2010-07-01,Tetuán,6,12.7
2010-08-01,Tetuán,6,13.0
2010-09-01,Tetuán,6,13.0
2010-10-01,Tetuán,6,13.0
2010-11-01,Tetuán,6,13.1
2010-12-01,Tetuán,6,13.1
2011-01-01,Tetuán,6,12.8
2011-02-01,Tetuán,6,12.7
2011-03-01,Tetuán,6,12.6
2011-04-01,Tetuán,6,12.5
2011-05-01,Tetuán,6,12.5
2011-06-01,Tetuán,6,12.4
2011-07-01,Tetuán,6,12.5
2011-08-01,Tetuán,6,12.5
2011-09-01,Tetuán,6,12.5
2011-10-01,Tetuán,6,12.5
2011-11-01,Tetuán,6,12.5
2011-12-01,Tetuán,6,12.3
2012-01-01,Tetuán,6,12.3
2012-02-01,Tetuán,6,12.2
2012-03-01,Tetuán,6,12.2
2012-04-01,Tetuán,6,12.3
2012-05-01,Tetuán,6,12.3
2012-06-01,Tetuán,6,12.3
2012-07-01,Tetuán,6,12.2
2012-08-01,Tetuán,6,12.1
2012-09-01,Tetuán,6,12.0
2012-10-01,Tetuán,6,12.0
2012-11-01,Tetuán,6,11.9
2012-12-01,Tetuán,6,11.8
2013-01-01,Tetuán,6,11.7
2013-02-01,Tetuán,6,11.7
2013-03-01,Tetuán,6,11.6
2013-04-01,Tetuán,6,11.5
2013-05-01,Tetuán,6,11.5
2013-06-01,Tetuán,6,11.5
2013-07-01,Tetuán,6,11.5
2013-08-01,Tetuán,6,11.3
2013-09-01,Tetuán,6,11.3
2013-10-01,Tetuán,6,11.3
2013-11-01,Tetuán,6,11.3
2013-12-01,Tetuán,6,11.2
2014-01-01,Tetuán,6,11.2
2014-02-01,Tetuán,6,11.1
2014-03-01,Tetuán,6,11.1
2014-04-01,Tetuán,6,11.2
2014-05-01,Tetuán,6,11.2
2014-06-01,Tetuán,6,11.2
2014-07-01,Tetuán,6,11.2
2014-08-01,Tetuán,6,11.3
2014-09-01,Tetuán,6,11.4
2014-10-01,Tetuán,6,11.3
2014-11-01,Tetuán,6,11.4
2014-12-01,Tetuán,6,11.4
2015-01-01,Tetuán,6,11.3
2015-02-01,Tetuán,6,11.4
2015-03-01,Tetuán,6,11.5
2015-04-01,Tetuán,6,11.5
2015-05-01,Tetuán,6,11.6
2015-06-01,Tetuán,6,11.7
2015-07-01,Tetuán,6,11.7
2015-08-01,Tetuán,6,11.7
2015-09-01,Tetuán,6,11.7
2015-10-01,Tetuán,6,11.8
2015-11-01,Tetuán,6,11.9
2015-12-01,Tetuán,6,12.2
2016-01-01,Tetuán,6,12.2
2016-02-01,Tetuán,6,12.4
2016-03-01,Tetuán,6,12.4
2016-04-01,Tetuán,6,12.5
2016-05-01,Tetuán,6,12.6
2016-06-01,Tetuán,6,12.8
2016-07-01,Tetuán,6,12.7
2016-08-01,Tetuán,6,12.6
2016-09-01,Tetuán,6,12.7
2016-10-01,Tetuán,6,12.9
2016-11-01,Tetuán,6,13.3
2016-12-01,Tetuán,6,13.5
2017-01-01,Tetuán,6,13.6
2017-02-01,Tetuán,6,13.7
2017-03-01,Tetuán,6,13.8
2017-04-01,Tetuán,6,13.7
2017-05-01,Tetuán,6,13.8
2017-06-01,Tetuán,6,13.8
2017-07-01,Tetuán,6,14.0
2017-08-01,Tetuán,6,14.1
2017-09-01,Tetuán,6,14.4
2017-10-01,Tetuán,6,14.4
2017-11-01,Tetuán,6,14.7
2017-12-01,Tetuán,6,14.9
2018-01-01,Tetuán,6,15.0
2018-02-01,Tetuán,6,15.0
2018-03-01,Tetuán,6,15.0
2018-04-01,Tetuán,6,15.2
2018-05-01,Tetuán,6,15.0
2018-06-01,Tetuán,6,15.0
2018-07-01,Tetuán,6,15.0
2018-08-01,Tetuán,6,15.0
2018-09-01,Tetuán,6,15.0
2018-10-01,Tetuán,6,15.0
2018-11-01,Tetuán,6,15.3
2018-12-01,Tetuán,6,15.4
2019-01-01,Tetuán,6,15.9
2019-02-01,Tetuán,6,15.9
2019-03-01,Tetuán,6,16.0
2019-04-01,Tetuán,6,16.0
2019-05-01,Tetuán,6,16.1
2019-06-01,Tetuán,6,16.0
2019-07-01,Tetuán,6,15.8
2019-08-01,Tetuán,6,15.9
2019-09-01,Tetuán,6,16.1
2019-10-01,Tetuán,6,16.3
2019-11-01,Tetuán,6,16.4
2019-12-01,Tetuán,6,16.3
2020-01-01,Tetuán,6,15.8
2020-02-01,Tetuán,6,15.9
2020-03-01,Tetuán,6,16.1
2020-04-01,Tetuán,6,16.3
2020-05-01,Tetuán,6,16.4
2020-06-01,Tetuán,6,16.3
2020-07-01,Tetuán,6,16.1
2020-08-01,Tetuán,6,16.0
2020-09-01,Tetuán,6,15.8
2020-10-01,Tetuán,6,15.4
2020-11-01,Tetuán,6,15.0
2020-12-01,Tetuán,6,14.9
2021-01-01,Tetuán,6,14.5
2021-02-01,Tetuán,6,14.4
2021-03-01,Tetuán,6,14.4
2021-04-01,Tetuán,6,14.3
2021-05-01,Tetuán,6,14.3
2021-06-01,Tetuán,6,14.3
2021-07-01,Tetuán,6,14.4
2021-08-01,Tetuán,6,14.6
2021-09-01,Tetuán,6,14.8
2021-10-01,Tetuán,6,15.0
2021-11-01,Tetuán,6,15.1
2021-12-01,Tetuán,6,15.3
2022-01-01,Tetuán,6,15.3
2022-02-01,Tetuán,6,15.4
2022-03-01,Tetuán,6,15.4
2022-04-01,Tetuán,6,15.5
2022-05-01,Tetuán,6,15.5
2022-06-01,Tetuán,6,15.7
2022-07-01,Tetuán,6,15.7
2022-08-01,Tetuán,6,16.0
2022-09-01,Tetuán,6,16.3
2022-10-01,Tetuán,6,16.3
2022-11-01,Tetuán,6,16.5
2022-12-01,Tetuán,6,16.6
2023-01-01,Tetuán,6,16.82
2023-02-01,Tetuán,6,16.88
2023-03-01,Tetuán,6,16.9
2023-04-01,Tetuán,6,17.12
2023-05-01,Tetuán,6,17.3
2023-06-01,Tetuán,6,17.32
2023-07-01,Tetuán,6,17.21
2023-08-01,Tetuán,6,17.29
2023-09-01,Tetuán,6,17.45
2023-10-01,Tetuán,6,17.82
2023-11-01,Tetuán,6,18.0
2023-12-01,Tetuán,6,18.46
2024-01-01,Tetuán,6,18.75
2024-02-01,Tetuán,6,19.15
2024-03-01,Tetuán,6,19.48
2024-04-01,Tetuán,6,19.72
2024-05-01,Tetuán,6,19.82
2024-06-01,Tetuán,6,19.89
2024-07-01,Tetuán,6,19.58
2024-08-01,Tetuán,6,20.0
2024-09-01,Tetuán,6,20.2
2024-10-01,Tetuán,6,20.42
2024-11-01,Tetuán,6,20.34
2024-12-01,Tetuán,6,20.62
2006-01-01,Chamberí,7,
2006-02-01,Chamberí,7,
2006-03-01,Chamberí,7,
2006-04-01,Chamberí,7,
2006-05-01,Chamberí,7,
2006-06-01,Chamberí,7,
2006-07-01,Chamberí,7,
2006-08-01,Chamberí,7,
2006-09-01,Chamberí,7,
2006-10-01,Chamberí,7,
2006-11-01,Chamberí,7,
2006-12-01,Chamberí,7,
2007-01-01,Chamberí,7,
2007-02-01,Chamberí,7,
2007-03-01,Chamberí,7,
2007-04-01,Chamberí,7,
2007-05-01,Chamberí,7,
2007-06-01,Chamberí,7,
2007-07-01,Chamberí,7,
2007-08-01,Chamberí,7,
2007-09-01,Chamberí,7,
2007-10-01,Chamberí,7,
2007-11-01,Chamberí,7,
2007-12-01,Chamberí,7,
2008-01-01,Chamberí,7,
2008-02-01,Chamberí,7,
2008-03-01,Chamberí,7,
2008-04-01,Chamberí,7,
2008-05-01,Chamberí,7,
2008-06-01,Chamberí,7,
2008-07-01,Chamberí,7,
2008-08-01,Chamberí,7,
2008-09-01,Chamberí,7,
2008-10-01,Chamberí,7,
2008-11-01,Chamberí,7,
2008-12-01,Chamberí,7,
2009-01-01,Chamberí,7,
2009-02-01,Chamberí,7,
2009-03-01,Chamberí,7,
2009-04-01,Chamberí,7,
2009-05-01,Chamberí,7,
2009-06-01,Chamberí,7,
2009-07-01,Chamberí,7,
2009-08-01,Chamberí,7,15.8
2009-09-01,Chamberí,7,15.4
2009-10-01,Chamberí,7,14.9
2009-11-01,Chamberí,7,14.9
2009-12-01,Chamberí,7,14.9
2010-01-01,Chamberí,7,14.6
2010-02-01,Chamberí,7,14.6
2010-03-01,Chamberí,7,14.1
2010-04-01,Chamberí,7,14.5
2010-05-01,Chamberí,7,15.0
2010-06-01,Chamberí,7,15.5
2010-07-01,Chamberí,7,15.3
2010-08-01,Chamberí,7,15.0
2010-09-01,Chamberí,7,14.8
2010-10-01,Chamberí,7,15.0
2010-11-01,Chamberí,7,14.6
2010-12-01,Chamberí,7,14.5
2011-01-01,Chamberí,7,14.6
2011-02-01,Chamberí,7,14.7
2011-03-01,Chamberí,7,14.6
2011-04-01,Chamberí,7,14.6
2011-05-01,Chamberí,7,14.7
2011-06-01,Chamberí,7,14.6
2011-07-01,Chamberí,7,14.6
2011-08-01,Chamberí,7,14.5
2011-09-01,Chamberí,7,14.5
2011-10-01,Chamberí,7,14.3
2011-11-01,Chamberí,7,14.4
2011-12-01,Chamberí,7,14.4
2012-01-01,Chamberí,7,14.3
2012-02-01,Chamberí,7,14.1
2012-03-01,Chamberí,7,14.1
2012-04-01,Chamberí,7,14.1
2012-05-01,Chamberí,7,14.2
2012-06-01,Chamberí,7,14.1
2012-07-01,Chamberí,7,14.0
2012-08-01,Chamberí,7,13.9
2012-09-01,Chamberí,7,13.9
2012-10-01,Chamberí,7,13.7
2012-11-01,Chamberí,7,13.6
2012-12-01,Chamberí,7,13.4
2013-01-01,Chamberí,7,13.5
2013-02-01,Chamberí,7,13.6
2013-03-01,Chamberí,7,13.5
2013-04-01,Chamberí,7,13.4
2013-05-01,Chamberí,7,13.3
2013-06-01,Chamberí,7,13.3
2013-07-01,Chamberí,7,13.3
2013-08-01,Chamberí,7,13.3
2013-09-01,Chamberí,7,13.3
2013-10-01,Chamberí,7,13.3
2013-11-01,Chamberí,7,13.3
2013-12-01,Chamberí,7,13.3
2014-01-01,Chamberí,7,13.2
2014-02-01,Chamberí,7,13.1
2014-03-01,Chamberí,7,13.2
2014-04-01,Chamberí,7,13.2
2014-05-01,Chamberí,7,13.2
2014-06-01,Chamberí,7,13.3
2014-07-01,Chamberí,7,13.3
2014-08-01,Chamberí,7,13.5
2014-09-01,Chamberí,7,13.4
2014-10-01,Chamberí,7,13.6
2014-11-01,Chamberí,7,13.7
2014-12-01,Chamberí,7,13.7
2015-01-01,Chamberí,7,13.7
2015-02-01,Chamberí,7,13.7
2015-03-01,Chamberí,7,13.9
2015-04-01,Chamberí,7,13.8
2015-05-01,Chamberí,7,13.8
2015-06-01,Chamberí,7,13.7
2015-07-01,Chamberí,7,13.7
2015-08-01,Chamberí,7,13.7
2015-09-01,Chamberí,7,13.7
2015-10-01,Chamberí,7,13.8
2015-11-01,Chamberí,7,14.1
2015-12-01,Chamberí,7,14.1
2016-01-01,Chamberí,7,14.4
2016-02-01,Chamberí,7,14.7
2016-03-01,Chamberí,7,15.0
2016-04-01,Chamberí,7,15.0
2016-05-01,Chamberí,7,15.0
2016-06-01,Chamberí,7,15.0
2016-07-01,Chamberí,7,15.0
2016-08-01,Chamberí,7,15.0
2016-09-01,Chamberí,7,15.0
2016-10-01,Chamberí,7,15.1
2016-11-01,Chamberí,7,15.4
2016-12-01,Chamberí,7,15.6
2017-01-01,Chamberí,7,15.7
2017-02-01,Chamberí,7,15.7
2017-03-01,Chamberí,7,15.7
2017-04-01,Chamberí,7,15.8
2017-05-01,Chamberí,7,15.9
2017-06-01,Chamberí,7,16.0
2017-07-01,Chamberí,7,16.2
2017-08-01,Chamberí,7,16.2
2017-09-01,Chamberí,7,16.2
2017-10-01,Chamberí,7,16.4
2017-11-01,Chamberí,7,16.6
2017-12-01,Chamberí,7,16.7
2018-01-01,Chamberí,7,17.4
2018-02-01,Chamberí,7,17.6
2018-03-01,Chamberí,7,17.4
2018-04-01,Chamberí,7,17.3
2018-05-01,Chamberí,7,17.5
2018-06-01,Chamberí,7,17.7
2018-07-01,Chamberí,7,17.7
2018-08-01,Chamberí,7,17.5
2018-09-01,Chamberí,7,17.5
2018-10-01,Chamberí,7,17.7
2018-11-01,Chamberí,7,17.9
2018-12-01,Chamberí,7,18.0
2019-01-01,Chamberí,7,18.0
2019-02-01,Chamberí,7,18.0
2019-03-01,Chamberí,7,18.2
2019-04-01,Chamberí,7,18.3
2019-05-01,Chamberí,7,18.2
2019-06-01,Chamberí,7,18.1
2019-07-01,Chamberí,7,18.0
2019-08-01,Chamberí,7,18.1
2019-09-01,Chamberí,7,18.3
2019-10-01,Chamberí,7,18.3
2019-11-01,Chamberí,7,18.5
2019-12-01,Chamberí,7,18.1
2020-01-01,Chamberí,7,18.0
2020-02-01,Chamberí,7,18.1
2020-03-01,Chamberí,7,18.3
2020-04-01,Chamberí,7,18.3
